Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Seats,Price,New Price in Lakhs,Mileage in km/kg,Engine in CC,Power in bhp,Diesel Fuel,Petrol Fuel,Manual Transmission,Automatic Transmission,Kilometers per year
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,First,5.0,5.75,9.99,27.75294117647059,1364,67.06,1,0,1,0,5224.0
4696,Maruti Wagon R LX,Jaipur,2006,110000,First,5.0,1.11,23.281830466830467,25.2,998,67.1,0,1,1,0,5789.473684210527
4698,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,First,5.0,17.25,23.281830466830467,16.0,1991,184.0,0,1,0,1,6545.454545454545
4699,Jaguar XF Aero Sport Edition,Delhi,2012,16000,First,5.0,32.0,23.281830466830467,19.24705882352941,2179,187.7,1,0,0,1,1230.7692307692307
4700,Hyundai i20 Sportz Petrol,Kochi,2011,62020,First,5.0,3.45,23.281830466830467,22.666666666666668,1197,80.0,0,1,1,0,4430.0
4701,Land Rover Freelander 2 SE,Pune,2014,85000,Second,5.0,23.0,23.281830466830467,14.576470588235296,2179,147.51,1,0,0,1,7727.272727272727
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,First,5.0,7.32,23.281830466830467,24.8,1197,81.86,0,1,1,0,2031.857142857143
4703,Honda Amaze S i-Vtech,Jaipur,2014,41210,First,5.0,4.4,23.281830466830467,24.0,1198,86.7,0,1,1,0,3746.3636363636365
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,First,5.0,47.35,23.281830466830467,0.0,2987,165.0,1,0,0,1,2000.0
4705,Maruti Alto 800 VXI,Coimbatore,2016,18043,First,5.0,4.12,23.281830466830467,30.319999999999997,796,47.3,0,1,1,0,2004.7777777777778
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,First,7.0,19.5,26.95,13.364705882352942,2755,171.5,1,0,0,1,8888.888888888889
4707,Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,First,5.0,6.2,23.281830466830467,25.2,1197,82.0,0,1,0,1,2333.3333333333335
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,First,5.0,45.0,23.281830466830467,19.47058823529412,2993,258.0,1,0,0,1,5444.444444444444
4710,Hyundai i20 Magna,Chennai,2010,95000,Second,5.0,2.8,23.281830466830467,24.666666666666668,1197,80.0,0,1,1,0,6333.333333333333
4711,Hyundai Grand i10 AT Asta,Pune,2015,32000,First,5.0,4.8,23.281830466830467,25.2,1197,82.0,0,1,0,1,3200.0
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,First,5.0,5.65,23.281830466830467,29.423529411764708,1498,89.75,1,0,1,0,11163.636363636364
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,First,5.0,5.9,23.281830466830467,31.28235294117647,1248,74.0,1,0,1,0,6900.0
4716,Toyota Etios VXD,Pune,2015,65000,Second,5.0,5.0,23.281830466830467,27.75294117647059,1364,67.04,1,0,1,0,6500.0
4717,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,First,5.0,4.9,23.281830466830467,25.46666666666667,1197,82.0,0,1,1,0,2300.0
4718,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,First,5.0,4.25,23.281830466830467,18.0,1799,130.0,0,1,1,0,4375.0
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,First,8.0,10.9,23.281830466830467,15.282352941176471,2494,100.6,1,0,1,0,22727.272727272728
4720,Hyundai Accent GLE,Delhi,2012,56000,First,5.0,2.45,23.281830466830467,17.599999999999998,1495,94.0,0,1,1,0,4307.692307692308
4721,Maruti Alto 800 LXI,Pune,2013,30000,First,5.0,2.5,23.281830466830467,30.319999999999997,796,47.3,0,1,1,0,2500.0
4722,Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,First,2.0,29.5,23.281830466830467,10.799999999999999,5461,387.3,0,1,0,1,2333.3333333333335
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Second,5.0,5.75,23.281830466830467,26.705882352941178,1498,89.84,1,0,1,0,7687.5
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,First,5.0,5.0,6.71,26.853333333333335,1197,81.86,0,1,1,0,5714.285714285715
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,First,5.0,4.62,23.281830466830467,19.066666666666666,1598,103.6,0,1,0,1,8804.363636363636
4726,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,First,5.0,23.5,23.281830466830467,18.50588235294118,1968,174.33,1,0,0,1,4666.666666666667
4727,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,First,7.0,7.25,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,4657.166666666667
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,First,5.0,11.88,13.6,22.666666666666668,1591,121.3,0,1,1,0,2056.0
4729,Hyundai Verna Xi (Petrol),Chennai,2009,60000,Third,5.0,2.25,23.281830466830467,18.533333333333335,1599,103.2,0,1,1,0,3750.0
4730,Ford Ikon 1.6 CLXI,Pune,2003,83000,Second,5.0,0.85,23.281830466830467,18.933333333333334,1597,92.0,0,1,1,0,3772.7272727272725
4731,Nissan Micra Active XV,Pune,2018,24000,First,5.0,4.0,6.99,26.253333333333334,1198,67.04,0,1,1,0,3428.5714285714284
4732,Honda Brio VX AT,Pune,2016,32198,First,5.0,5.1,23.281830466830467,22.0,1198,86.8,0,1,0,1,3577.5555555555557
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,First,7.0,12.5,23.281830466830467,15.282352941176471,2494,100.6,1,0,1,0,8386.09090909091
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,First,5.0,2.9,14.32,24.282352941176473,1498,108.5,1,0,1,0,8665.07142857143
4735,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,First,7.0,15.96,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,7366.222222222223
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,First,5.0,5.45,23.281830466830467,22.53333333333333,1197,82.0,0,1,0,1,4100.0
4737,Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,First,7.0,23.86,23.281830466830467,15.882352941176471,2198,157.7,1,0,1,0,4835.125
4738,Chevrolet Spark 1.0 LT,Kochi,2008,43761,First,5.0,1.75,23.281830466830467,24.0,995,62.0,0,1,1,0,2574.176470588235
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,First,7.0,9.75,23.281830466830467,28.847058823529412,1248,88.5,1,0,1,0,2175.0
4740,Honda Amaze S i-Dtech,Bangalore,2013,61510,First,5.0,4.75,23.281830466830467,30.35294117647059,1498,98.6,1,0,1,0,5125.833333333333
4741,Honda City i VTEC S,Delhi,2014,60000,First,5.0,6.25,23.281830466830467,23.2,1497,117.3,0,1,1,0,5454.545454545455
4742,Mini Cooper Countryman D,Bangalore,2014,35165,Second,5.0,22.0,23.281830466830467,28.0,1998,112.0,1,0,0,1,3196.818181818182
4743,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,First,5.0,14.14,23.281830466830467,19.37333333333333,1794,138.1,0,1,0,1,4624.111111111111
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,First,5.0,11.95,23.281830466830467,18.266666666666666,1798,157.75,0,1,0,1,5909.090909090909
4746,Maruti Wagon R LXI BS IV,Delhi,2011,68000,First,5.0,2.5,23.281830466830467,25.2,998,67.1,0,1,1,0,4857.142857142857
4747,Hyundai i10 Era 1.1,Mumbai,2013,49000,First,5.0,2.75,23.281830466830467,26.41333333333333,1086,68.05,0,1,1,0,4083.3333333333335
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,First,5.0,5.85,6.21,31.786666666666665,1199,84.0,0,1,1,0,2783.0
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,First,5.0,6.25,23.281830466830467,28.53333333333333,1197,83.1,0,1,1,0,3440.5555555555557
4750,Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,First,5.0,4.95,23.281830466830467,20.05333333333333,1598,103.2,0,1,1,0,5096.181818181818
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,First,5.0,4.75,23.281830466830467,25.2,1197,81.86,0,1,1,0,1919.5
4752,Ford Figo Diesel EXI,Delhi,2013,54000,First,5.0,2.55,23.281830466830467,23.529411764705884,1399,68.05,1,0,1,0,4500.0
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Second,5.0,4.5,23.281830466830467,18.533333333333335,1799,130.3,0,1,0,1,3357.1428571428573
4754,Maruti Alto 800 LXI,Kochi,2015,21652,First,5.0,3.01,23.281830466830467,30.319999999999997,796,47.3,0,1,1,0,2165.2
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,First,5.0,42.0,74.49,18.44705882352941,1999,177.0,1,0,0,1,5777.777777777777
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,First,5.0,11.5,23.281830466830467,14.588235294117649,2698,179.5,1,0,0,1,2334.0
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,First,5.0,10.99,23.281830466830467,12.941176470588236,2987,198.5,1,0,0,1,4034.842105263158
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,First,5.0,3.71,23.281830466830467,22.666666666666668,1497,118.0,0,1,0,1,5562.5
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Third,5.0,2.0,23.281830466830467,13.466666666666667,2354,152.0,0,1,0,1,4210.526315789473
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,First,5.0,9.48,23.281830466830467,33.04705882352941,1248,88.5,1,0,1,0,5574.714285714285
4761,Maruti Wagon R LXI,Jaipur,2004,62000,Second,5.0,1.25,23.281830466830467,25.2,998,67.1,0,1,1,0,2952.3809523809523
4762,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,First,5.0,10.9,23.281830466830467,23.14117647058824,1582,126.2,1,0,1,0,7804.6
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,First,5.0,5.5,23.281830466830467,33.04705882352941,1248,88.5,1,0,1,0,3440.0
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,First,5.0,3.71,23.281830466830467,28.133333333333336,814,55.2,0,1,1,0,7180.444444444444
4765,Maruti Ertiga VXI,Mumbai,2014,69192,First,7.0,6.25,23.281830466830467,21.36,1373,93.7,0,1,1,0,6290.181818181818
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,First,5.0,4.9,23.281830466830467,24.16470588235294,1598,103.6,1,0,1,0,4230.7692307692305
4767,Honda City 1.5 GXI,Mumbai,2005,81000,Second,5.0,1.1,23.281830466830467,17.066666666666666,1493,100.0,0,1,1,0,4050.0
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,First,5.0,4.72,23.281830466830467,21.959999999999997,1198,73.9,0,1,1,0,4081.4444444444443
4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,First,5.0,24.85,23.281830466830467,21.058823529411764,2143,136.0,1,0,0,1,4780.222222222223
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,First,7.0,12.25,23.281830466830467,17.24705882352941,2199,194.3,1,0,1,0,6166.666666666667
4772,Maruti Swift VDI,Kolkata,2014,47000,First,5.0,3.9,23.281830466830467,26.941176470588236,1248,74.0,1,0,1,0,4272.727272727273
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,First,5.0,6.28,8.03,24.8,1197,81.86,0,1,1,0,4682.5
4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,First,8.0,2.75,23.281830466830467,16.47058823529412,2498,112.0,1,0,1,0,9285.714285714286
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,First,5.0,7.85,23.281830466830467,25.2,1197,82.0,0,1,1,0,3947.0
4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,First,5.0,2.95,23.281830466830467,20.05333333333333,1598,103.6,0,1,1,0,4714.285714285715
4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,Second,5.0,4.85,23.281830466830467,15.6,2354,177.6,0,1,0,1,4647.058823529412
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Second,5.0,30.0,171.0,15.882352941176471,2925,281.61,1,0,0,1,3367.1428571428573
4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,First,5.0,19.9,23.281830466830467,17.647058823529413,2143,107.3,1,0,0,1,4067.777777777778
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,First,5.0,10.8,19.18,24.11764705882353,1582,126.2,1,0,1,0,10333.333333333334
4781,Maruti Alto LXI,Hyderabad,2007,52195,First,5.0,1.75,23.281830466830467,26.266666666666666,796,46.3,0,1,1,0,2899.722222222222
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,First,5.0,19.25,23.281830466830467,23.976470588235294,1968,143.0,1,0,0,1,2222.5555555555557
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,First,5.0,5.5,23.281830466830467,23.376470588235296,1461,83.8,1,0,1,0,5526.166666666667
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,First,5.0,2.75,23.281830466830467,20.941176470588236,1399,68.0,1,0,1,0,4750.0
4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,First,5.0,13.0,23.281830466830467,23.14117647058824,1582,126.2,1,0,1,0,2900.0
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,First,5.0,3.2,23.281830466830467,23.529411764705884,1399,68.0,1,0,1,0,2142.8571428571427
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,First,5.0,5.84,23.281830466830467,20.346666666666668,1598,103.5,0,1,1,0,4710.5
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Second,5.0,24.0,37.9,19.764705882352942,1969,150.0,1,0,0,1,3800.0
4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,First,5.0,6.25,23.281830466830467,22.44705882352941,1582,126.32,1,0,0,1,3153.846153846154
4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,First,5.0,36.0,23.281830466830467,17.04705882352941,2993,258.0,1,0,0,1,3312.5
4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,Third,5.0,3.0,23.281830466830467,17.411764705882355,1998,68.0,1,0,1,0,5681.818181818182
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,First,7.0,11.0,23.281830466830467,13.529411764705882,2982,171.0,1,0,1,0,16133.333333333334
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,First,5.0,6.5,23.281830466830467,30.83529411764706,1248,88.5,1,0,1,0,9000.0
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,First,5.0,9.4,23.281830466830467,28.58823529411765,1248,88.5,1,0,1,0,1571.4285714285713
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,First,5.0,37.92,58.67,25.6,1995,190.0,1,0,0,1,3133.714285714286
4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,First,5.0,5.25,23.281830466830467,19.2,1598,103.6,0,1,0,1,3416.6666666666665
4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,First,5.0,4.5,23.281830466830467,22.666666666666668,1197,80.0,0,1,1,0,3357.1428571428573
4798,BMW X5 3.0d,Chennai,2009,110000,First,5.0,18.0,23.281830466830467,12.941176470588236,2993,235.0,1,0,0,1,6875.0
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,First,5.0,5.56,23.281830466830467,25.46666666666667,1197,82.0,0,1,1,0,4596.0
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,First,5.0,22.0,23.281830466830467,16.71764705882353,2143,203.0,1,0,0,1,4000.0
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,First,5.0,22.0,23.281830466830467,14.576470588235296,2179,147.51,1,0,0,1,4857.142857142857
4802,Hyundai i10 Magna,Mumbai,2011,41000,First,5.0,2.65,23.281830466830467,27.146666666666665,1197,78.9,0,1,1,0,2928.5714285714284
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Second,5.0,5.85,23.281830466830467,26.258823529411767,1582,126.32,1,0,1,0,5797.75
4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,First,5.0,6.95,23.281830466830467,22.741176470588233,1968,138.1,1,0,1,0,8846.153846153846
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,First,7.0,6.5,23.281830466830467,17.764705882352942,2179,140.0,1,0,1,0,3663.769230769231
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Third,8.0,0.85,23.281830466830467,26.266666666666666,796,35.0,0,1,1,0,3172.5714285714284
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Second,5.0,7.25,32.54,19.56,1798,177.46,0,1,0,1,6666.666666666667
4808,Maruti Swift VDI,Pune,2012,94868,First,5.0,4.5,23.281830466830467,26.941176470588236,1248,74.0,1,0,1,0,7297.538461538462
4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,First,8.0,4.25,23.281830466830467,12.352941176470589,2179,120.0,1,0,1,0,5098.466666666666
4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,First,5.0,26.0,23.281830466830467,18.266666666666666,1991,183.0,0,1,0,1,3111.1111111111113
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,First,6.0,9.66,11.71,19.47058823529412,2498,105.0,1,0,1,0,3574.875
4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Second,5.0,6.85,23.281830466830467,22.364705882352943,1461,108.45,1,0,1,0,3779.0
4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,First,5.0,23.68,23.281830466830467,15.058823529411766,1968,167.6,1,0,0,1,6677.25
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,Second,5.0,15.75,23.281830466830467,14.576470588235296,2179,147.51,1,0,0,1,5666.666666666667
4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Third,5.0,3.5,23.281830466830467,24.16470588235294,1598,103.6,1,0,1,0,5769.2307692307695
4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Second,5.0,6.99,23.281830466830467,15.493333333333332,2979,306.0,0,1,0,1,2526.315789473684
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,First,5.0,15.57,23.281830466830467,26.705882352941178,1582,126.2,1,0,1,0,6978.5
4818,Tata Sumo EX,Coimbatore,2015,84931,First,7.0,5.29,23.281830466830467,18.0,2956,83.8,1,0,1,0,8493.1
4819,Datsun redi-GO T,Kolkata,2016,15000,First,5.0,2.25,3.98,30.266666666666666,799,53.64,0,1,1,0,1666.6666666666667
4820,BMW X5 xDrive 30d,Chennai,2009,110000,First,5.0,20.0,23.281830466830467,13.76470588235294,2993,245.0,1,0,0,1,6875.0
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,First,4.0,47.5,23.281830466830467,10.586666666666668,4395,450.0,0,1,0,1,421.42857142857144
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,Second,5.0,1.22,23.281830466830467,25.2,1061,47.0,0,1,1,0,4506.652173913043
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,First,5.0,3.65,23.281830466830467,21.959999999999997,1198,73.9,0,1,1,0,4985.076923076923
4824,Datsun GO Plus A,Pune,2016,35000,First,7.0,3.1,23.281830466830467,27.493333333333336,1198,67.0,0,1,1,0,3888.8888888888887
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,First,5.0,11.5,23.281830466830467,20.386666666666667,1591,121.3,0,1,1,0,4444.444444444444
4826,Maruti Alto K10 VXI,Kochi,2015,23876,First,5.0,3.46,4.09,32.093333333333334,998,67.1,0,1,1,0,2387.6
4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,First,7.0,8.38,23.281830466830467,17.24705882352941,2199,194.3,1,0,1,0,5658.416666666667
4828,Volkswagen Polo GT TDI,Pune,2014,68865,First,5.0,4.8,23.281830466830467,17.776470588235295,1598,103.6,1,0,1,0,6260.454545454545
4829,Honda Amaze S i-Dtech,Pune,2014,71000,Second,5.0,4.5,23.281830466830467,30.35294117647059,1498,98.6,1,0,1,0,6454.545454545455
4831,Maruti Swift VDI,Kolkata,2014,25000,First,5.0,3.95,23.281830466830467,26.941176470588236,1248,74.0,1,0,1,0,2272.7272727272725
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,First,5.0,3.65,23.281830466830467,24.11764705882353,1598,103.5,1,0,1,0,13846.153846153846
4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,First,5.0,10.0,23.281830466830467,12.941176470588236,2987,198.5,1,0,0,1,6550.0
4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Second,8.0,4.0,23.281830466830467,14.176470588235295,2179,120.0,1,0,1,0,4642.857142857143
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,First,5.0,4.75,23.281830466830467,25.458823529411767,1461,84.8,1,0,1,0,9059.76923076923
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,Second,5.0,3.1,23.281830466830467,23.333333333333332,1298,85.8,0,1,1,0,4062.5
4837,Hyundai EON Sportz,Kochi,2017,46897,First,5.0,3.61,23.281830466830467,28.133333333333336,814,55.2,0,1,1,0,5862.125
4838,Honda Brio S MT,Coimbatore,2015,36695,First,5.0,4.29,23.281830466830467,25.866666666666664,1198,86.8,0,1,1,0,3669.5
4839,Nissan Micra XV Primo,Kolkata,2011,43000,First,5.0,2.13,23.281830466830467,24.08,1198,75.0,0,1,1,0,3071.4285714285716
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,First,5.0,1.1,23.281830466830467,26.266666666666666,796,46.3,0,1,1,0,3176.470588235294
4841,BMW 3 Series 320d,Hyderabad,2011,89000,First,5.0,13.95,47.2,26.694117647058825,1995,190.0,1,0,0,1,6357.142857142857
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,First,5.0,5.35,23.281830466830467,21.959999999999997,1198,74.0,0,1,1,0,636.3636363636364
4843,Maruti Celerio LXI,Hyderabad,2014,58470,First,5.0,3.9,23.281830466830467,30.8,998,67.04,0,1,1,0,5315.454545454545
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,First,5.0,2.8,5.56,28.666666666666668,1197,81.8,0,1,1,0,3363.6363636363635
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,First,5.0,8.75,23.281830466830467,30.83529411764706,1248,88.5,1,0,1,0,3222.222222222222
4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,First,5.0,19.5,23.281830466830467,19.47058823529412,1968,147.51,1,0,0,1,4333.333333333333
4847,Honda Brio S MT,Kolkata,2013,32807,First,5.0,2.75,23.281830466830467,25.866666666666664,1198,86.8,0,1,1,0,2733.9166666666665
4848,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,First,8.0,8.0,23.281830466830467,13.870588235294116,2179,120.0,1,0,0,1,7166.666666666667
4849,Honda City i DTEC V,Delhi,2014,66500,First,5.0,5.7,23.281830466830467,30.58823529411765,1498,98.6,1,0,1,0,6045.454545454545
4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,First,5.0,12.5,23.281830466830467,20.058823529411764,1995,184.0,1,0,0,1,7230.7692307692305
4851,Chevrolet Spark 1.0 LT,Chennai,2011,29000,Second,5.0,1.75,23.281830466830467,24.0,995,62.0,0,1,1,0,2071.4285714285716
4852,Ford Figo Diesel EXI,Chennai,2010,107389,Second,5.0,1.9,23.281830466830467,23.529411764705884,1399,68.0,1,0,1,0,7159.266666666666
4853,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,First,5.0,4.5,23.281830466830467,27.2,1197,81.8,0,1,1,0,3610.0
4854,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,First,5.0,30.3,23.281830466830467,22.67058823529412,2143,170.0,1,0,0,1,1632.9
4855,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,First,5.0,16.0,23.281830466830467,22.705882352941178,1968,141.0,1,0,0,1,3272.7272727272725
4856,BMW X3 xDrive20d xLine,Kochi,2017,41816,First,5.0,32.78,23.281830466830467,21.83529411764706,1995,190.0,1,0,0,1,5227.0
4857,Hyundai EON Era Plus,Jaipur,2015,54680,First,5.0,2.5,23.281830466830467,28.133333333333336,814,55.2,0,1,1,0,5468.0
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,First,5.0,43.0,55.61,21.47058823529412,1968,187.74,1,0,0,1,1750.0
4859,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,First,5.0,5.38,23.281830466830467,24.213333333333335,1196,86.8,0,1,1,0,2997.125
4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,First,5.0,2.65,23.281830466830467,27.893333333333334,998,67.1,0,1,1,0,2510.9166666666665
4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,First,5.0,3.3,23.281830466830467,32.93333333333333,796,47.3,0,1,1,0,316.25
4862,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,First,5.0,34.0,23.281830466830467,22.67058823529412,2143,167.62,1,0,0,1,3900.0
4863,Hyundai Santro D Lite,Chennai,2001,140000,Third,5.0,0.7,4.55,27.066666666666666,1086,68.0,0,1,1,0,5833.333333333333
4864,Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,First,5.0,6.83,23.281830466830467,28.705882352941174,1120,71.0,1,0,1,0,4032.125
4865,Honda Amaze S i-Dtech,Kochi,2016,46983,First,5.0,5.77,23.281830466830467,30.35294117647059,1498,98.6,1,0,1,0,5220.333333333333
4866,Maruti Swift Vdi BSIII,Chennai,2008,107000,Second,5.0,3.1,23.281830466830467,20.941176470588236,1248,75.0,1,0,1,0,6294.117647058823
4867,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,First,5.0,4.95,23.281830466830467,21.599999999999998,1199,74.0,0,1,1,0,2375.0
4868,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,First,5.0,16.25,23.281830466830467,20.129411764705882,1968,174.33,1,0,0,1,7333.333333333333
4869,Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,First,7.0,52.54,23.281830466830467,12.0,4367,308.0,1,0,0,1,6491.076923076923
4870,Mahindra XUV500 W8 2WD,Chennai,2011,128000,Third,7.0,6.4,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,9142.857142857143
4871,Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Third,7.0,6.95,23.281830466830467,15.411764705882353,2499,141.0,1,0,1,0,5071.428571428572
4872,Tata Indica V2 DLX,Kolkata,2008,50000,First,5.0,0.85,23.281830466830467,20.235294117647058,1396,53.5,1,0,1,0,2941.176470588235
4873,Maruti Baleno Alpha,Chennai,2016,16000,First,5.0,6.95,8.8,28.53333333333333,1197,83.1,0,1,1,0,1777.7777777777778
4874,Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,First,5.0,3.45,23.281830466830467,28.705882352941174,1120,71.0,1,0,1,0,10250.0
4875,Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,First,5.0,2.75,23.281830466830467,18.0,1799,130.0,0,1,1,0,4705.882352941177
